Indicator,Country,2000_value,2000_notes,2000_source,2001_value,2001_notes,2001_source,2002_value,2002_notes,2002_source,2003_value,2003_notes,2003_source,2004_value,2004_notes,2004_source,2005_value,2005_notes,2005_source,2006_value,2006_notes,2006_source,2007_value,2007_notes,2007_source,2008_value,2008_notes,2008_source,2009_value,2009_notes,2009_source,2010_value,2010_notes,2010_source,2011_value,2011_notes,2011_source,2012_value,2012_notes,2012_source,2013_value,2013_notes,2013_source,2014_value,2014_notes,2014_source,2015_value,2015_notes,2015_source,2016_value,2016_notes,2016_source,2017_value,2017_notes,2017_source,2018_value,2018_notes,2018_source,2019_value,2019_notes,2019_source,data_country,data_year
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Netherlands,10755000,,,12200000,,,12100000,,,13200000,,,14800000,,,15834000,,,17296000,,,19285000,,Independent Post and Telecommunications Authority (OPTA).,20627000,,Independent Post and Telecommunications Authority (OPTA).,20149000,,Independent Post and Telecommunication Authority,19179000,July 2010. Decrease due to the removal of inactive SIM-cards out of the administrative system of operators.,Independent Post and Telecommunication Authority,19829309,,Independent Post and Telecommunication Authority,19717000,,Authority for Consumers and Markets,19467000,Excl. M2M and dedicated mobile broadband.,ITU research based on ACM's website.,19562000,Q3 data. Excl. M2M and dedicated mobile broadband.,ITU research based on ACM's website.,20809054,,Authority for Consumers and Markets,20890000,Q4 2016. Excl. M2M and data only subscribtions.,Authority for Consumers and Markets,20532000,Q4 2017.  Excl. M2M and data only subscribtions.,The ACM,21108000,Q4 2018.  Excl. M2M and data only subscribtions.,The ACM,21762000,Q4 2019.  Excl. M2M and data only subscribtions.,The ACM,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,New Caledonia,49948,,Office des Postes et des Télécommunications (OPT).,67917,,Office des Postes et des Télécommunications (OPT).,80000,,Office des Postes et des Télécommunications (OPT).,97113,,Office des Postes et des Télécommunications (OPT).,116443,,Office des Postes et des Télécommunications (OPT).,134265,,Office des Postes et des Télécommunications (OPT).,155000,,ITU estimate.,176350,,Office des Postes et des Télécommunications (OPT).,196474,,Office des Postes et des Télécommunications (OPT).,209595,,Office des Postes et Télécommunications de Nouvelle-Calédonie,220811,,Office des Postes et Télécommunications,227310,,Office des Postes et Télécommunications,231000,,ITU estimate.,240500,,ITU estimate.,243100,,ITU estimate.,260277,,Office des Postes et Télécommunications,,,,,,,,,,,,,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,New Zealand,1542000,,Telecom Corporation of New Zealand Ltd.,2288000,,Telecom Corporation of New Zealand Ltd.,2449000,,Telecom Corporation of New Zealand Ltd.,2599000,,Telecom Corporation of New Zealand Ltd.,3027000,,Ministry of Economic Development.,3530000,,Ministry of Economic Development.,3802290,,Ministry of Economic Development.,4251207,Telecom NZ and Vodafone NZ.,Ministry of Economic Development.,4620000,September.,ComCom.,4700000,Measured using subscriptions active in the last 180 days.,Ministry of Economic Development.,4710000,Measured using subscriptions active in the last 90 days.,Ministry of Economic Development,4820000,Measured using subscriptions active in the last 90 days.,Ministry of Economic Development,4922000,Measured using subscriptions active in the last 90 days.,Ministry of Business; Innovation and Employment,4766000,Measured using subscriptions active in the last 90 days.,Ministry of Business; Innovation and Employment,5100000,Estimate of subscriptions active in last 90 days,Ministry of Business; Innovation and Employment,5600000,,Ministry of Business; Innovation and Employment,6100000,Active in last 180 days for prepay subscribers while prior year was active in last 90 days,Ministry of Business; Innovation and Employment,6400000,Active in last 180 days for prepay,Ministry of Business; Innovation and Employment,6400000,Active in last 180 days for prepay,Ministry of Business; Innovation and Employment,,,,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Nicaragua,90294,,,164509,,,237248,,,466706,,,738624,,,1119379,,TELCOR,1830220,,TELCOR,2502281,Incl. inactive.,TELCOR,3108002,Incl. inactive.,TELCOR,3344563,Incl. inactive.,Instituto Nicaraguense de Telecomunicaciones y Correos,3962247,Incl. inactive.,Instituto Nicaraguense de Telecomunicaciones y Correos,4823534,Incl. inactive.,Instituto Nicaraguense de Telecomunicaciones y Correos,5851723,Estimate. Incl. inactive.,Instituto Nicaraguense de Telecomunicaciones y Correos,6808930,Estimate. Incl. inactive.,Instituto Nicaraguense de Telecomunicaciones y Correos,7067860,Estimate. Incl. inactive.,Instituto Nicaraguense de Telecomunicaciones y Correos,7264151,Incl. inactive.,Instituto Nicaraguense de Telecomunicaciones y Correos,7745512,Incl. inactive.,TELCOR,8179876,Incl. inactive. Estimate by TELCOR.,Telcor,7441527,Incl. inactive. Estimate by TELCOR.,Telcor,5788432,Incl. inactive. Estimate by TELCOR.,Telcor,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Niger,2056,,Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL).,2126,,Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL).,57541,,Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL).,82365,,Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL).,172421,,Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL).,323853,,Institut National de la Statistique.,483000,,Institut National de la Statistique.,900000,,ITU estimate.,1897628,,Autorité de Régulation Multisectorielle (ARM)/ Rapport annuel.,2599000,,ITU estimate.,3668625,,Institut National de la Statistique,4742879,,Institut National de la Statistique,5395540,,Institut National de la Statistique,7006300,,ITU estimate.,8236400,,ITU estimate.,8959000,,ITU estimate.,7471802,,MPT-EN,8778884,,MPT-EN,,,,,,,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Nigeria,30000,,Nigerian Telecommunications Plc (NITEL).,266461,,Nigerian Telecommunications Plc (NITEL).,1569050,,Nigerian Communications Commission (NCC).,3149473,,Nigerian Communications Commission (NCC).,9147209,,Nigerian Communications Commission (NCC).,18587000,,Nigerian Communications Commission (NCC).,32322202,,Nigerian Communications Commission (NCC).,40395611,Break in comparability. Includes active GSM & CDMA mobile lines.,Nigerian Communications Commission (NCC).,62988492,,Nigerian Communications Commission (NCC).,74518264,,Nigerian Communications Commission,87297789,,Nigerian Communications Commission,95167308,,Nigerian Communications Commission,112777785,,Nigerian Communications Commission,127246092,,Nigerian Communications Commission,138960320,,Nigerian Communications Commission,150830089,,Nigerian Communications Commission,154342168,,NIGERIAN COMMUNICATIONS COMMISSION,144920170,,NIGERIAN COMMUNICATIONS COMMISSION,172730603,,NIGERIAN COMMUNICATIONS COMMISSION,184592255,,NIGERIAN COMMUNICATIONS COMMISSION,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Niue,410,,,400,,,490,,,600,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Norfolk Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,North Macedonia,115748,,Makedonski Telekomunikacii A.D.,223275,,Makedonski Telekomunikacii A.D.,365346,,Makedonski Telekomunikacii A.D.,776000,,Makedonski Telekomunikacii A.D.,985600,,Makedonski Telekomunikacii A.D.,1131006,,Agency for Electronic Communications (Agencija za elektronski komunikacii).,1263841,,Agency for Electronic Communications (Agencija za elektronski komunikacii).,1794433,,Agency for Electronic Communications (Agencija za elektronski komunikacii).,1967531,,Agency for Electronic Communications (Agencija za elektronski komunikacii).,1943216,,Agency for Electronic Communications (Agencija za elektronski komunikacii).,2153425,,Agency for Electronic Communications,2213223,,Agency for Electronic Communications,2235460,,Agency for Electronic Communications,2237250,,Agency for Electronic Communications,2224439,,Agency for Electronic Communications,2083583,,Agency for Electronic Communications,2050494,,AEK,2008008,,AEK,1969109,,AEK,1921013,,AEK,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Northern Marianas,3000,,Micronesian Telecommunication Corp. (MTC).,13200,,Micronesian Telecommunication Corp. (MTC).,17137,,Micronesian Telecommunication Corp. (MTC).,18619,,Micronesian Telecommunication Corp. (MTC).,20474,,Micronesian Telecommunication Corp. (MTC).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Norway,3224000,,Norwegian Posts and Telecommunications Authority (NPTA).,3593000,,Norwegian Posts and Telecommunications Authority (NPTA).,3790000,,ITU estimate.,4060829,,Norwegian Posts and Telecommunications Authority (NPTA).,4524750,,Norwegian Posts and Telecommunications Authority (NPTA).,4754453,,Norwegian Posts and Telecommunications Authority (NPTA).,4868916,,Norwegian Post- and telecommunications Authority.,5037650,,Norwegian Post- and telecommunications Authority.,5211207,,Norwegian Post- and telecommunications Authority,5354554,,Norwegian Post and Telecommunications Authority (NPT),5599286,,Norwegian Post and Telecommunications Authority (NPT),5725447,,Norwegian Post and Telecommunications Authority (NPT),5797502,,Norwegian Post and Telecommunications Authority (NPT),5692052,,Norwegian Post and Telecommunications Authority (NPT),5737961,,Norwegian Communications Authority,5714890,,Norwegian Communications Authority,5729569,As per Q4 2016,Norwegian Communication Authority,5719665,,Norwegian Communication Authority,5720892,,Norwegian Communication Authority,5775830,,Norwegian Communication Authority,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Oman,162000,,,323000,,,463000,,,594000,,,806280,,,1333225,,,1818024,,,2500000,,Telecommunications Regulatory Authority (TRA).,3219349,,Telecommunications Regulatory Authority (TRA).,3970563,,Telecommunications Regulatory Authority (TRA).,4606133,,Telecommunication Regulatory Authority,4809248,,Telecommunication Regulatory Authority,5277591,,Telecommunication Regulatory Authority,5617426,,Telecommunication Regulatory Authority,6194169,,Telecommunication Regulatory Authority,6646655,,Telecommunication Regulatory Authority,6866260,,Telecommunication Regulatory Authority,6943910,,Telecommunication Regulatory Authority,6440889,,Telecommunication Regulatory Authority,6383458,,Telecommunication Regulatory Authority,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Pakistan,306493,,Pakistan Telecommunication Company Limited (PTCL).,742606,,Pakistan Telecommunication Company Limited (PTCL).,1698536,,Pakistan Telecommunication Authority (PTA).,2404400,,Pakistan Telecommunication Authority (PTA).,5022908,,Pakistan Telecommunication Authority (PTA).,12771203,,Pakistan Telecommunication Authority (PTA).,34506557,,Pakistan Telecommunication Authority (PTA).,62856712,December.,Pakistan Telecommunication Authority (PTA).,88019742,,Pakistan Telecommunication Authority (PTA).,94342030,,Pakistan Telecommunication Authority (PTA).,99185844,,Pakistan Telecommunication Authority,108894518,As per data received from Cellular Mobile Operators,Pakistan Telecommunication Authority,120151237,As per data received from Cellular Mobile Operators,Pakistan Telecommunication Authority,127737286,As per data received from Cellular Mobile Operators,Pakistan Telecommunication Authority,135762031,Figures are as on 31st December; 2014 based on data received from Cellular Mobile Operators.,Pakistan Telecommunication Authority,125899638,Figure is reported after bio-metric re-verification of SIMs in 2015 by all Cellular Mobile Operators.,Pakistan Telecommunication Authority,136489014,Figures are as on 31st December; 2016,Pakistan Telecommunication Authority,144525637,Figures are as on 31st December; 2017,Pakistan Telecommunication Authority,153986607,Figures are as on 31st December; 2018,Pakistan Telecommunication Authority,165405847,Figures are as on 31st December; 2019,Pakistan Telecommunication Authority,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Palau,,,,,,,2458,,,3924,,,3924,,,6051,,,8346,,,10691,,Palau National Communications Corporation,11667,,Palau National Communications Corporation (PNCC),12744,,Palau National Communications Corporation (PNCC),14512,,Palau National Communications Corporation (PNCC),15445,,Palau National Communications Corporation (PNCC),17151,,Palau National Communications Corporation (PNCC),17945,,Palau National Communications Corporation (PNCC),19114,,Palau National Communications Corporation (PNCC),23743,,Palau National Communications Corporation (PNCC),,,,,,,,,,,,,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Palestine,7076,,Palestinian Central Bureau of Statistics (PCBS).,175941,,Palestinian Central Bureau of Statistics (PCBS).,251602,,Palestinian Central Bureau of Statistics (PCBS).,264091,,Palestinian Central Bureau of Statistics (PCBS).,436628,,Palestinian Central Bureau of Statistics (PCBS).,567584,,Palestinian Central Bureau of Statistics (PCBS).,821800,,Palestinian Central Bureau of Statistics (PCBS).,1021481,,Palestinian Central Bureau of Statistics (PCBS).,1314406,,Palestinian Central Bureau of Statistics (PCBS).,1800000,,Palestinian Central Bureau of Statistics (PCBS).,2603582,,Palestinian Central Bureau of Statistics (PCBS).,2884964,,Palestinian Central Bureau of Statistics (PCBS).,3134700,,Palestinian Central Bureau of Statistics,3190233,,Palestinian Central Bureau of Statistics,3197550,,Ministry of Communications and Information Technology,3531000,,Palestinian Central Bureau of Statistics,3713190,,Ministry of Telecom and IT,3996206,,Ministry of Telecom and IT,4375502,,Ministry of Telecom and IT,4300230,,Ministry of Telecom and IT,,
