ShortName,2000_note,2000_source,2000_value,2001_note,2001_source,2001_value,2002_note,2002_source,2002_value,2003_note,2003_source,2003_value,2004_note,2004_source,2004_value,2005_note,2005_source,2005_value,2006_note,2006_source,2006_value,2007_note,2007_source,2007_value,2008_note,2008_source,2008_value,2009_note,2009_source,2009_value,2010_note,2010_source,2010_value,2011_note,2011_source,2011_value,2012_note,2012_source,2012_value,2013_note,2013_source,2013_value,2014_note,2014_source,2014_value,2015_note,2015_source,2015_value,2016_note,2016_source,2016_value,2017_note,2017_source,2017_value,2018_note,2018_source,2018_value,2019_note,2019_source,2019_value,2020_note,2020_source,2020_value,data_country,data_year
Senegal,,Société Nationale des Télécommunications du Sénégal (SONATEL).,0.40,,Société Nationale des Télécommunications du Sénégal (SONATEL).,0.98,,Société Nationale des Télécommunications du Sénégal (SONATEL).,1.01,,Société Nationale des Télécommunications du Sénégal (SONATEL).,2.10,,Agence de Régulation des Télécommunications.,4.39,,Agence de Régulation des Télécommunications.,4.79,,Agence de Régulation des Télécommunications.,5.61,,ITU estimate.,6.89,,ITU estimate.,7.12,Refers to total population. Survey result: 14.5% for population age 12+.,ITU estimate.,7.50,Refers to total population. Survey result: 16% for population age 12+.,ITU estimate.,8.00,Refers to total population. Country estimates 17.5% for population age 12+.,ITU estimate.,9.80,Refers to total population.,ITU estimate.,10.80,Refers to total population.,ITU estimate.,13.10,Refers to total population.,ITU estimate.,17.70,18+,ITU estimate.,27.00,,ITU estimate.,25.66,,ITU estimate.,29.64,,,,,,,,,,,
Serbia,,,,,,,,,,,,,Population age 16-74.,ITU estimate. ,23.50,Population age 16-74.,ITU estimate. ,26.30,Population age 16-74.,Statistical Office of the Republic of Serbia.,27.20,Population age 16-74.,Eurostat.,33.15,,Republic Agency for Electronic Communications (RATEL),35.60,,Republic Agency for Electronic Communications (RATEL),38.10,,Republic Agency for Electronic Communications (RATEL),40.90,,Republic Agency for Electronic Communications (RATEL),42.20,,ITU estimate.,48.10,Population age 16-74.,Statistical Office of the Republic of Serbia,53.45,Population age 16-74.,Statistical Office of the Republic of Serbia,62.08,,Statistical Office of the Republic of Serbia,65.32,,Statistical Office of the Republic of Serbia,67.06,,Statistical Office of the Republic of Serbia,70.33,,Statistical Office of the Republic of Serbia,73.36,,Statistical Office of the Republic of Serbia,77.42,,,,,
Seychelles,,ITU estimate.,7.40,Data at 31st December 2001.,Ministry of Information Technology and Communication.,11.02,,Ministry of Information Technology and Communication.,14.30,,Ministry of Information Technology and Communication.,14.59,,Ministry of Information Technology and Communication.,24.27,,Ministry of Information Technology and Communication.,25.41,,Ministry of Information Technology and Communication.,34.95,,MInistry of National Development,38.38,,MInistry of National Development,40.44,,,,,ITU estimate.,41.00,,ITU estimate.,43.16,,ITU estimate.,47.08,,ITU estimate.,50.40,,ITU estimate.,51.25,,ITU estimate.,54.26,,ITU estimate.,56.51,,ITU estimate.,58.77,,,,,,,,,,,
Sierra Leone,,,0.12,,,0.16,,,0.18,,,0.19,,,0.20,,,0.22,,,0.23,,ITU estimate.,0.24,,ITU estimate.,0.25,,ITU estimate.,0.26,,ITU estimate.,0.58,,ITU estimate.,0.90,,ITU estimate.,2.50,,ITU estimate.,4.00,,ITU estimate.,6.06,,ITU estimate.,6.34,,ITU estimate.,11.77,,ITU estimate.,13.24,,,,,,,,,,,
Singapore,,Infocomm Development Authority of Singapore,36.00,,Infocomm Development Authority of Singapore,41.67,,Infocomm Development Authority of Singapore,47.00,,Infocomm Development Authority of Singapore,53.84,Population age 15+.,Infocomm Development Authority of Singapore.,62.00,Population age 15+.,Infocomm Development Authority of Singapore.,61.00,Population age 15+.,Infocomm Development Authority of Singapore,59.00,Estimated based on proportion of resident Internet users (aged 7 & above) from IDA's annual survey on infocomm usage in household and by individuals. ,Infocomm Development Authority of Singapore,69.90,Estimated based on proportion of resident Internet users (aged 7 & above) from IDA's annual survey on infocomm usage in household and by individuals. ,Infocomm Development Authority of Singapore,69.00,Estimated based on proportion of resident Internet users (aged 7 & above) from IDA's annual survey on infocomm usage in household and by individuals. ,Infocomm Development Authority of Singapore,69.00,Estimated based on proportion of resident Internet users (aged 7 & above) from IDA's annual survey on infocomm usage in household and by individuals. ,Infocomm Development Authority of Singapore,71.00,Residents aged 7 years and above.,Infocomm Development Authority of Singapore,71.00,Residents aged 7 years and above.,Infocomm Development Authority of Singapore,72.00,Populatin age 7+.,Infocomm Development Authority of Singapore,80.90,All population,Infocomm Development Authority of Singapore,79.03,,Infocomm Media Development Authority ,79.01,,Infocomm Media Development Authority ,84.45,,Infocomm Media Development Authority ,84.45,,Infocomm Media Development Authority ,88.17,,Infocomm Media Development Authority ,88.95,,,,,
Slovakia,,"Ministry of Transport, Posts and Telecommunications.",9.43,,"Ministry of Transport, Posts and Telecommunications.",12.53,,"Ministry of Transport, Posts and Telecommunications.",40.14,,"Ministry of Transport, Posts and Telecommunications.",43.04,Population age 16-74.,Eurostat.,52.89,Population age 16-74.,Eurostat.,55.19,Population age 16-74.,Eurostat.,56.08,Population age 16-74.,Eurostat.,61.80,Population age 16-74 in the last 3 months (source: Eurostat).,"Eurostat.

Eurostat.
Eurostat.
",66.05,Population age 16-74 in the last 3 months (source: Eurostat).,"Ministry of Transport, Construction and Regional Development of the Slovak Republic  ",70.00,Population age 16-74 in the last 3 months (source: Eurostat).,"Ministry of Transport, Construction and Regional Development of the Slovak Republic  ",75.71, Users in the last 3 months. Age 16-74.,Eurostat.,74.44, Users in the last 3 months.,Eurostat.,76.71,Population age 16-74.,Eurostat.,77.88,Population 16-74. Last three months.,Statistical Office of the Slovak Republic.,79.98,The population at age of 16 -74. Last three months.,Statistical Office of the Slovak Republic,77.63,The population at age of 16 -74. Last three months.,Statistical Office of the Slovak Republic,80.48,The population at  age of 16 -74. Last three months.,Statistical Office of the Slovak Republic,81.63,,Statistical Office of the Slovak Republic,80.45,,Statistical Office of the Slovak Republic,82.85,,,,,
Slovenia,,Ministry of Transport and Communications.,15.11,,"Telecommunications, Broadcasting and Post Agency.",30.18,,"Telecommunications, Broadcasting and Post Agency.",27.84,,"Telecommunications, Broadcasting and Post Agency.",31.85,,Eurostat.,40.81,In the last 3 months.,Eurostat.,46.81,Population age 16-74.,Eurostat.,54.01,Population age 16-74.,Eurostat.,56.74,Population age 16-74.,Eurostat.,58.00,Population age 16-74.,Eurostat.,64.00,Population age 16-74.,Eurostat.,70.00, Users in the last 3 months. Age 16-74.,Eurostat.,67.34, Users in the last 3 months.,Eurostat.,68.35,Population age 16-74.,Eurostat.,72.68,Population age 16-74.,Statistical Office of the Republic of Slovenia.,71.59,,Statistical Office of the Republic of Slovenia,73.10,Individuals aged 16-74 years who used the Internet in the last 3 months.,Statistical Office of the Republic of Slovenia,75.50,Individuals aged 16-74 years who used the Internet in the last 3 months.,Statistical Office of the Republic of Slovenia,78.89,,Statistical Office of the Republic of Slovenia,79.75,,Statistical Office of the Republic of Slovenia ,83.11,,,,,
Solomon Islands,,,0.48,,,0.47,,,0.50,,,0.56,,,0.65,,,0.84,,,1.65,,ITU estimate.,2.00,,ITU estimate.,3.00,,ITU estimate.,4.00,,ITU estimate.,5.00,,ITU estimate.,6.00,,ITU estimate.,7.00,,ITU estimate.,8.00,,ITU estimate.,9.00,,ITU estimate.,10.00,,ITU estimate.,11.00,,ITU estimate.,11.92,,,,,,,,,,,
Somalia,,Ministry of Posts and Telecommunications.,0.02,,ITU estimate.,0.08,,ITU estimate.,0.12,,ITU estimate.,0.38,,ITU estimate.,1.05,,ITU estimate.,1.08,,ITU estimate.,1.10,,ITU estimate.,1.12,,ITU estimate.,1.14,,ITU estimate.,1.16,,,,,ITU estimate.,1.25,,ITU estimate.,1.38,,ITU estimate.,1.50,,ITU estimate.,1.63,,ITU estimate.,1.76,,ITU estimate.,1.88,,ITU estimate.,2.00,,,,,,,,,,,
South Africa,,"Media Africa, Internet Solutions, W2003-2004.",5.35,,"Media Africa, Internet Solutions, W2003-2004.",6.35,,"Media Africa, Internet Solutions, W2003-2004.",6.71,,"Media Africa, Internet Solutions, W2003-2004.",7.01,,"Media Africa, Internet Solutions, W2003-2004.",8.43,,"Media Africa, Internet Solutions, W2003-2004.",7.49,,"Media Africa, Internet Solutions, W2003-2004.",7.61,,World Wide Worx.,8.07,,Independent Communications Authority of South Africa,8.43,,ITU estimate based on SAARF.,10.00,,ITU estimate.,24.00,Population age 5+.,Statistics South Africa,33.97,,ITU estimate.,41.00,,ITU estimate.,46.50,,ITU estimate.,49.00,,ITU estimate.,51.92,,ITU estimate.,54.00,,ITU estimate.,56.17,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITU estimate.,3.83,,ITU estimate.,4.52,,ITU estimate.,5.50,,ITU estimate.,6.68,,ITU estimate.,7.98,,,,,,,,,,,
Spain,November. Population age 14+.,red.es. Spanish Internet Users Association.,13.62,November. Population age 14+.,red.es. Spanish Internet Users Association.,18.15,Population age 16-74 using Internet in the last 3 months.,Eurostat.,20.39,Population age 16-74 using Internet in the last 3 months.,Eurostat.,39.93,Population age 16-74 using Internet in the last 12 months.,Eurostat.,44.01,Population age 16-74 using Internet in the last 12 months.,Eurostat.,47.88,Population age 16-74 using Internet in the last 12 months.,Eurostat.,50.37,Population age 16-74 using Internet in the last 12 months.,Eurostat.,55.11,CMT's survey. Population age 10+.,Comisión del Mercado de las Telecomunicaciones,59.60,CMT's survey. Population age 10+.,Comisión del Mercado de las Telecomunicaciones,62.40,CMT's survey. Population age 10+.,Comisión del Mercado de las Telecomunicaciones,65.80,CMT's survey. Population age 10+.,Comisión del Mercado de las Telecomunicaciones,67.09, Users in the last 3 months.,Eurostat.,69.81,Population age 16-74.,Eurostat.,71.64,Population age 16-74.,Eurostat,76.19,Users of Internet in the last 3 months.,Instituto Nacional de Estadistica,78.69,Users of Internet in the last 3 months.,ITU,80.56,Users of Internet in the last 3 months.,Instituto Nacional de Estadistica,84.60,,Instituto Nacional de Estadistica,86.11,,Instituto Nacional de Estadistica,90.72,,,,,
Sri Lanka,,Telecommunications Regulatory Commission of Sri Lanka.,0.65,,Telecommunications Regulatory Commission of Sri Lanka.,0.79,,Telecommunications Regulatory Commission of Sri Lanka.,1.05,,Telecommunications Regulatory Commission of Sri Lanka.,1.46,,Telecommunications Regulatory Commission of Sri Lanka.,1.45,,ITU estimate.,1.79,,Telecommunications Regulatory Commission of Sri Lanka.,2.54,,Telecommunications Regulatory Commission of Sri Lanka,3.88,,Telecommunications Regulatory Commission of Sri Lanka,5.80,,Telecommunications Regulatory Commission of Sri Lanka,8.78,,Telecommunications Regulatory Commission of Sri Lanka,12.00,,ITU estimate. ,15.00,,ITU estimate.,18.29,,ITU estimate.,21.90,,Department of Census and Statistics,25.80,"5 – 69 years used in last year, DC&S.",ITU estimate.,12.10,"5 – 69 years used in last year, DC&S.",ITU estimate.,16.40,,ITU estimate.,34.11,,,,,,,,,,,
St. Helena,,Cable & Wireless plc. (C&W).,5.92,Dec.,Cable & Wireless plc. (C&W).,7.99,,Cable & Wireless plc. (C&W).,10.13,,Cable & Wireless plc. (C&W).,12.34,,Cable & Wireless plc. (C&W).,14.62,,Cable & Wireless plc. (C&W).,15.91,,Cable & Wireless plc. (C&W).,17.23,,Cable & Wireless South Atlantic Ltd,18.57,,Cable & Wireless South Atlantic Ltd,18.82,,Cable & Wireless South Atlantic Ltd,19.07,,Cable & Wireless South Atlantic Ltd.,24.94,,Cable & Wireless South Atlantic Ltd.,33.00,,ITU estimate.,37.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,,,0.03,,,0.14,,,0.44,,,0.54,,,0.79,,,1.29,,,,,NTC.,8.66,,,,,,,,ITU estimate.,16.70,,Central Bureau of Statistics,17.46,Population age 15+.,Central Bureau of Statistics,21.00,,ITU estimate.,22.70,,ITU estimate.,24.64,,ITU estimate.,26.61,,Central Bureau of Statistics,14.10,,ITU estimate.,30.87,,,,,,,,,,,
Suriname,,Telecommunicatiebedrijf Suriname (TELESUR).,2.51,,Telecommunicatiebedrijf Suriname (TELESUR).,3.06,,Telecommunicatiebedrijf Suriname (TELESUR).,4.16,,Telecommunicatiebedrijf Suriname (TELESUR).,4.72,,Telecommunicatiebedrijf Suriname (TELESUR).,6.08,,Telecommunicatiebedrijf Suriname (TELESUR).,6.40,,ITU estimate.,9.50,,Telecommunications Authority Suriname (TAS),14.11,,ITU estimate.,21.06,,Telecommunications Authority Suriname (TAS),31.36,,Telecommunications Authority Suriname (TAS),31.59,,ITU estimate.,32.00,,ITU estimate.,34.68,,ITU estimate.,37.40,,ITU estimate.,40.08,,ITU estimate.,42.76,,ITU estimate.,45.40,,ITU estimate.,48.95,,,,,,,,,,,
Sweden,,Swedish Institute for Transport and Communications Analysis.,45.69,,Swedish Institute for Transport and Communications Analysis.,51.77,"Population age 16-74, in the last 3 months.",Eurostat.,70.57,Population age 16-74.,Eurostat.,79.13,Population age 16-74.,Eurostat.,83.89,Population age 16-74.,Eurostat.,84.83,Population age 16-74.,Eurostat.,87.76,Population age 16-74.,Eurostat.,82.01,Population age 16-75.,Swedish Post and Telecom Agency,90.00,Population age 16-75.,Swedish Post and Telecom Agency,91.00,Population age 16-75.,Swedish Post and Telecom Agency,90.00, Users in the last 3 months. Age 16-74.,Eurostat.,92.77, Users in the last 3 months.,Eurostat.,93.18,Population age 16-74.,Eurostat.,94.78,Population age 16-74.,Eurostat,92.52,,Statistics Sweden,90.61,"Numbers are rounded in the calculations, hence the sum of the parts may not equal the total.",Statistics Sweden,89.65,,Statistics Sweden,93.01,,,,,Statistics Sweden,94.49,,Statistics Sweden,94.54,,
Switzerland,In the last 6 months. Population age 14+,Office fédéral de la statistique.,47.10,In the last 6 months. Population age 14+.,Office fédéral de la statistique.,55.10,In the last 6 months. Population age 14+.,Office fédéral de la statistique.,61.40,In the last 6 months. Population age 14+.,Office fédéral de la statistique.,65.10,In the last 6 months. Population age 14+.,Office fédéral de la statistique.,67.80,In the last 6 months. Population age 14+.,Office fédéral de la statistique.,70.10,In the last 6 months. Population age 14+.,Office fédéral de la statistique.,75.70,In the last 6 months. Population age 14+.,Office fédéral de la statistique.,77.20,In the last 6 months. Population age 14+.,Office fédéral de la statistique.,79.20,In the last 6 months. Population age 14+.,Office fédéral de la statistique.,81.30,In the last 6 months. Population age 14+.,Office fédéral de la statistique.,83.90,In the last 6 months. Population age 14+.,Swiss Federal Statistical Office,85.19,In the last 6 months. Population age 14+.,Swiss Federal Statistical Office,85.20,In the last 6 months. Population age 14+.,Swiss Federal Statistical Office,86.34,In the last 6 months. Population age 14+.,Swiss Federal Statistical Office,87.40,,Swiss Federal Statistical Office,87.48,,Swiss Federal Statistical Office,89.13,,Swiss Federal Statistical Office,89.69,,,,,Office fédéral de la statistique,93.15,,,,,
Syrian Arab Republic,,,0.18,,,0.35,,,2.09,,ITU estimate.,3.40,,ITU estimate.,4.32,,ITU estimate.,5.65,,ITU estimate.,7.83,,ITU estimate.,11.50,,Syrian Telecommunication Establishment,14.00,,Syrian Telecommunication Establishment,17.30,,Syrian Telecommunication Establishment,20.70,Estimate.,Syrian Telecommunication Establishment,22.50,,ITU estimate.,24.30,,ITU estimate.,26.20,,ITU estimate.,28.09,,ITU estimate.,29.98,,ITU estimate.,31.87,,ITU estimate.,34.25,,,,,,,,,,,
"Taiwan, Province of China",,Directorate General of Telecommunications (DGT).,28.10,,Directorate General of Telecommunications (DGT).,34.90,,Directorate General of Telecommunications (DGT).,47.60,,Directorate General of Telecommunications (DGT).,51.94,,Directorate General of Telecommunications (DGT).,53.81,,Directorate General of Telecommunications (DGT).,58.01,,Directorate General of Telecommunications (DGT).,63.68,,National Communications Commission,64.45,,National Communications Commission,65.84,,National Communications Commission,69.90,,National Communications Commission,71.50,,National Communications Commission,72.00,,ITU estimate.,75.99,Population age 12+.,The National Development Council.,76.29,Population age 12+.,The National Development Council.,78.04,,National Communications Commission,78.04,,National Communications Commission,79.75,,,,,National Communications Commission,86.21,,National Communications Commission,88.82,,,,,
Tajikistan,,Ministry of Communications.,0.05,,Ministry of Communications.,0.05,,Ministry of Communications.,0.06,,Tajiktelecom.,0.06,,Tajiktelecom.,0.08,,RCC.,0.30,,Tajiktelecom.,3.77,,Tajiktelecom.,7.20,,Communication Service under the Government of the Republic of Tajikistan,8.78,,Communication Service under the Government of the Republic of Tajikistan,10.07,,ITU estimate.,11.55,,ITU estimate.,13.03,,ITU estimate.,14.51,,ITU estimate.,16.00,,ITU estimate.,17.49,,ITU estimate.,18.98,,ITU estimate.,20.47,,ITU estimate.,21.96,,,,,,,,,,,
Tanzania,,Tanzania Telecommunications Company Ltd (TTCL).,0.12,,Tanzania Telecommunications Company Ltd (TTCL).,0.17,,Tanzania Telecommunications Company Ltd (TTCL).,0.22,,Tanzania Telecommunications Company Ltd (TTCL).,0.68,,Tanzania Telecommunications Company Ltd (TTCL).,0.88,,ITU estimate.,1.10,,ITU estimate.,1.30,,TCRA,1.60,,ITU estimate.,1.90,,ITU estimate.,2.40,,ITU estimate.,2.90,,ITU estimate based on RIA.,3.20,,ITU estimate.,3.95,,ITU estimate.,4.40,,ITU estimate.,7.00,18+,ITU estimate.,20.00,,"National Bureau of Statistics
National Bureau of Statistics
",13.50,,ITU estimate.,16.00,,,,,,,,,,,
Thailand,,NECTEC.,3.69,,NECTEC.,5.56,,NECTEC.,7.53,,NECTEC.,9.30,,NECTEC.,10.68,,NECTEC.,15.03,,NECTEC.,17.16,,Ministry of Information and Communication Technology,20.03,,Ministry of Information and Communication Technology,18.20,,Ministry of Information and Communication Technology,20.10,,National Statistical Office,22.40,Excluding game machine and digital TV.,National Statistical Office,23.67,Population age 6+.,National Statistical Office,26.46,Population age 6+.,National Statistical Office,28.94,Population age 6+. Slight break in comparability since total population estimates were revised and they are lower than in 2013.,National Statistical Office,34.89,Individuals 6 years and older,National Statistical Office,39.32,Individuals 6 years and older,ITU,47.50,Individuals 6 years and older,National Statistical Office,52.89,,National Statistical Office,56.82,,National Statistical Office of Thailand,66.65,,,,,
Timor-Leste,,,,,,,,Communication Regulatory Authority.,0.00,,,,,,,,Communication Regulatory Authority.,0.10,,Communication Regulatory Authority.,0.50,,ITU estimate.,1.00,,ITU estimate.,1.50,,ITU estimate.,2.00,,ITU estimate.,3.00,,ITU estimate.,4.00,,ITU estimate.,7.00,,ITU estimate.,11.00,,ITU estimate.,17.50,,ITU estimate.,23.00,,ITU estimate.,25.25,,ITU estimate.,27.49,,,,,,,,,,,
Togo,,ITU estimate. ,0.80,,ITU estimate. ,0.90,,ITU estimate. ,1.00,,ITU estimate. ,1.20,,ITU estimate. ,1.50,,ITU estimate.,1.80,,ITU estimate.,2.00,,ITU estimate.,2.20,,ITU estimate.,2.40,,ITU estimate.,2.60,,ITU estimate.,3.00,,ITU estimate. ,3.50,,ITU estimate.,4.00,,ITU estimate.,4.50,,ITU estimate.,5.70,,ITU estimate.,7.12,,ITU estimate.,11.31,,Institut national de la statistique et des études économiques et démographiques ,12.36,,,,,,,,,,,
Tokelau,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,2.43,,,2.83,,,2.91,,ITU estimate.,2.99,,ITU estimate.,3.95,,ITU estimate.,4.91,,ITU estimate.,5.85,,ITU estimate.,7.18,,Prime Minister's Office.,8.11,,ITU estimate.,10.00,,ITU estimate.,16.00,,Ministry of Information and Communication,25.00,,ITU estimate.,30.00,,ITU estimate.,32.75,,ITU estimate.,35.95,,ITU estimate.,38.65,,ITU estimate.,39.95,,ITU estimate.,41.25,,,,,,,,,,,
Trinidad and Tobago,,Telecommunications Services of Trinidad and Tobago (TSTT).,7.72,,ITU estimate.,15.38,,ITU estimate.,22.00,,ITU estimate.,25.97,,ITU estimate.,27.02,,ITU estimate.,28.98,,ITU estimate.,30.00,Country estimate.,Telecommunications Authority of Trinidad and Tobago,32.30,Country estimate.,Telecommunications Authority of Trinidad and Tobago,34.80,Country estimate.,Telecommunications Authority of Trinidad and Tobago,44.30,Country estimate.,Telecommunications Authority of Trinidad and Tobago (TATT),48.50,Country estimate.,Telecommunications Authority of Trinidad and Tobago (TATT),55.20,,ITU estimate.,59.52,,ITU estimate.,63.80,,ITU estimate.,65.10,,ITU estimate.,69.20,,ITU estimate.,73.30,,ITU estimate.,77.33,,,,,,,,,,,
Tunisia,,,2.75,,,4.30,,,5.25,,,6.49,,,8.53,,,9.66,,,12.99,,Ministère des Technologies de la Communication,17.10,,Ministère des Technologies de la Communication,27.53,,Ministère des Technologies de la Communication,34.07,,Secrétariat d'Etat des Technologies de la Communication,36.80,,Ministère des Technologies de l'Information et de la Communication,39.10,,ITU estimate.,41.44,,ITU estimate.,43.80,,ITU estimate.,46.16,,,46.50,,ITU,49.60,,Institut National de la Statistique,55.50,,Institut National de la Statistique,64.19,,Institut National de la Statistique,66.70,,,,,
Turkey,Population age 16-74.,Türk Telekomünikasyon A.S.,3.76,Population age 16-74.,Türk Telekomünikasyon A.S.,5.19,Population age 16-74.,ITU estimate.,11.38,Population age 16-74.,ITU estimate.,12.33,Population age 16-74 in the last 12 months.,Eurostat.,14.58,Population age 16-74 in the last 12 months.,Eurostat.,15.46,Estimated based on % of Internet users as reported in surveys in 2005 and 2007.,Telecommunications Authority.,18.24,Population age 16-74 in the last 12 months.,Eurostat.,28.63,Population age 16-74 in the last 12 months.,Turkish Statistical Institution.,34.37,Population age 16-74 in the last 12 months.,Turkish Statistical Institution.,36.40,Population age 16-74 in the last 12 months.,Information and Communication Technologies Authority (ICTA),39.82,Population age 16-74 in the last 12 months.,Turkish Statistical Institute,43.07,Population age 16-74 in the last 12 months.,Turkish Statistical Institute,45.13,Population age 16-74 in the last 12 months.,Turkish Statistical Institute,46.25,Population age 16-74 in the last 12 months.,Eurostat.,51.04,In the last 12 months,Turkish Statistical Institute,53.74,In the last 3 months,Turkish Statistical Institute,58.35,In the last 3 months,Turkish Statistical Institute,64.68,,Turkish Statistical Institute,71.04,,Turkish Statistical Institute,73.98,,Turkish Statistical Institute,77.67,,
Turkmenistan,,Ministry of Communications.,0.13,,Ministry of Communications.,0.18,,ITU estimate.,0.30,,ITU estimate.,0.43,,Ministry of Communications.,0.75,,ITU estimate.,1.00,,Ministry of Communications.,1.32,,Ministry of Communications.,1.41,,ITU estimate.,1.75,,ITU estimate.,1.95,,ITU estimate.,3.00,,ITU estimate.,5.00,,ITU estimate.,7.20,,ITU estimate.,9.60,,ITU estimate.,12.20,,ITU estimate.,15.00,,ITU estimate.,17.99,,ITU estimate.,21.25,,,,,,,,,,,
Tuvalu,,,5.24,,,,,,,,,,,,,,,,,,,,ITU estimate. ,10.00,,ITU estimate. ,15.00,,ITU estimate. ,20.00,,ITU estimate. ,25.00,,ITU estimate. ,30.00,,ITU estimate.,35.00,,ITU estimate.,37.00,,ITU estimate.,39.20,,ITU estimate.,42.70,,ITU estimate.,46.01,,ITU estimate.,49.32,,,,,,,,,,,
Uganda,,,0.16,,,0.24,,,0.38,,,0.46,,,0.72,,,1.74,,,2.53,,Uganda Communications Commission (UCC).,3.67,,Uganda Communications Commission,7.90,,Uganda Communications Commission,9.78,,Uganda Communications Commission,12.50,,ITU estimate.,13.01,,ITU estimate.,14.10,,ITU estimate.,15.50,,ITU estimate.,16.90,,ITU estimate.,17.83,,ITU estimate.,21.88,,ITU estimate.,23.71,,,,,,,,,,,
Ukraine,,State Department of Communications & Information Technology.,0.72,,RCC.,1.24,,RCC.,1.87,,State Department of Communications & Information Technology.,3.15,,State Department of Communications & Information Technology.,3.49,Population age 15-59 who used the Internet in the last 4 weeks.,Estimate.,3.75,,State Department of Communications & Information Technology.,4.51,,State Statistics Committee of Ukraine,6.55,,State Statistics Committee of Ukraine,11.00,,State Service of Special Communications and Information Protection of Ukraine,17.90,,State Statistics Service of Ukraine,23.30,Refers to total population.,State Statistics Service of Ukraine,28.71,,State Statistics Service of Ukraine,35.27,All population,State Statistics Service of Ukraine,40.95,All population,State Statistics Service of Ukraine,46.24,In the last 12 months,State Statistics Service of Ukraine,48.88,,State Statistics Service of Ukraine,53.00,,State Statistics Service of Ukraine,58.89,,State Statistics Service of Ukraine,62.55,,,,,,,,
United Arab Emirates,,Emirates Telecommunications Corporation (ETISALAT).,23.63,,Emirates Telecommunications Corporation (ETISALAT).,26.27,,Emirates Telecommunications Corporation (ETISALAT).,28.32,,Emirates Telecommunications Corporation (ETISALAT).,29.48,,Emirates Telecommunications Corporation (ETISALAT).,30.13,,ITU estimate. ,40.00,,ITU estimate. ,52.00,,ITU estimate. ,61.00,Refers to the total population. ,ITU estimate. ,63.00,Refers to the total population. ,ITU estimate. ,64.00,Refers to the total population. ,Telecommunications Regulatory Authority (TRA),68.00,Break in comparability. Population age 15-74 in the last 3 months (exc. population living in working camps).,ITU estimate based on TRA. ,78.00,Population age 15-74 in the last 3 months.,Telecommunications Regulatory Authority ,85.00,,ITU estimate.,88.00,Population age 15-74 in the last 3 months.,Telecommunications Regulatory Authority (TRA),90.40,,ITU estimate.,90.50,Reference period for computer & Internet  usage is 3 months only,Telecommunications Regulatory Authority ,90.60,"Estimated 94.82% individuals using the internet
Reference period for computer & Internet  usage is 3 months only (Age 15 to 74 yrs)",Federal Competitiveness and Statistics Authorithy,94.82,,Federal Competitiveness and Statistics Authorithy,98.45,,Telecommunication Regulatory Authority,99.15,,,,,
United Kingdom,Population age 16+ using internet in the last 3 months.,ONS.,26.82,Population age 16+ using the Internet in the last 3 months.,ONS.,33.48,Population age 16-74 using Internet in the last 3 months.,Eurostat.,56.48,Population age 16-74.,Eurostat.,64.82,Population age 16-74.,Eurostat.,65.61,Population age 16-74.,Eurostat.,70.00,Population age 16-74.,Eurostat.,68.82,Population age 16-74.,Eurostat.,75.09,Population age 16-74.,Eurostat.,78.39,Population age 16-74.,Eurostat.,83.56,Population age 16-74.,Eurostat.,85.00, Users in the last 3 months. Age 16-74.,Eurostat.,85.38, Users in the last 3 months.,Eurostat,87.48,Population age 16-74.,Eurostat.,89.84,Population age 16-74.,Eurostat,91.61,last 3 months.,Eurostat,92.00,last 3 months.,Eurostat,94.78,,Office for National Statistics,90.42,,Office for National Statistics,90.69,,Office for National Statistics,92.52,,Office for National Statistics,94.82,,
United States,,ITU estimate.,43.08,,ITU estimate.,49.08,,ITU estimate.,58.79,,ITU estimate.,61.70,,ITU estimate.,64.76,,ITU estimate.,67.97,,ITU estimate.,68.93,,Federal Communications Commission,75.00,"Pew Internet Project, ""Internet, Broadband and cell phone statistics,” January 5, 2010, http://www.pewinternet.org/~/media//Files/Reports/2010/PIP_December09_update.pdf.  ",Federal Communications Commission,74.00,Populatio age 3+.,Federal Communications Commission,71.00,Populatio age 3+.,Federal Communications Commission,71.69,Populatio age 3+.,United States Census Bureau,69.73,Population age 3+.,US Census Bureau,74.70,Population age 3+.,US Census Bureau,71.40,,ITU estimate.,73.00,Persons 3 years old and over. Reference period is past six months.,US Census Bureau,74.55,,US Census Bureau,85.54,,US Census Bureau,87.27,,US Census Bureau,88.50,,,,,,,,
