198,DG Systems & Services,,Country Data,Digital Government,UN e-Gov Dev Index,DG Institution,DG Strategy,Whole of Government,GovTech,GovTech Products and Services,"Finance Ministry web site, Public Finance data, and FMIS links",Financial Management Information System,Treasury Single Account,Tax Administration,Customs Administration,e-Filing,e-Payment,Digital Signature,Public Employment,HRMIS,Payroll System,e-Procurement,Public Debt,Public Investment Management Systems,Aid Mgmt Systems,Other Categories,Data Governance Maturity,"Data Governance Institution, Policy & Regulations","Government Cloud, Enterprise Architecture and Interoperability Platform", National CERT or CSIRT,National website for citizen participation,National website for citizen feedback / GRM,Government responsiveness,Legal System Type,Data Protection & Privacy Laws,Data Protection Agency,Right to Information Law,WDR Survey Results,WJP Rule of Law Index,Freedom in the World (2020),Freedom on the Net (2019),Is there an Open Government initiative?,Is there an Open Data portal?,Disruptive Technologies,PS Digital Skills & Innovation Strategy,Digital Skills & Innovation,PS Digital Skills & Innovation Institution,Open Source Policies adopted by the governments,ID4D,Government Effectiveness,Control of Corruption,CPI,GTMI > Expert opinion for weights,Core Gov Systems,Public Services,Citizen Engage,GovTech Enablers,I-1,I-2,I-3,I-4,I-5,I-6,I-7,I-8,I-9,I-10,I-11,I-12,I-13,I-14,I-15,I-16,I-17,I-18,I-19,I-20,I-21,I-22,I-23,I-24,I-25,I-26,I-27,I-28,I-29,I-30,I-31,I-32,I-33,I-34,I-35,I-36,I-37,I-38,I-39,I-40,I-41,I-42,I-43,I-44,I-45,I-46,I-47,I-48,GovTech Index,Comparison with UN,No weight,Comparison with weights,Standardized,Comparison with Indicators,No Weights,Comparison of weights,OECD DG 2019,GTMI > Correlation of indicators (without standardization),GTI > Factor analysis (without standardization),GTMI Raw Scores > ,GTMI Standardized Z-Scores> ,GTC > Correlation analysis with Standardized Scores,GTF > Factor analysis with Standardized Scores,data_country,data_year
Group,#,GTI-4,Level,e-Government,eGov'20,DG Org URL,DG St,WoG,GT,e-Gov,MoF URL,FMIS / TS,Treasury website,Tax Adm URL,Customs URL,e-Filing URL,ePayment,Digital Sign URL,Public Emp,HRMIS Abbr,Payroll Abbr,eProc System,Debt Org / URL,PIM Unit URL,AMP,Region,Grp,Inst,GCL,Cyber,Part,GRM,Perf,Legal System Type,DPL,DPA,RTI,Cl Pol,RoL Score,Status,Status,OGI,ODP,DT,DSI,DSI,PSI,OSS,Nat ID,GE,CoC,CPI,Code,CGSI,PSDI,CEI,GTEI,GCL,GEA,GSB,FMIS,TSA,Tax,Cust,HRM,Payr,e-GP,Debt,PIMS,OSS,eTII,DT,eOSI,eSrv,TaxS,eFil Srv,ePay Srv,CusS,ePart'20,OGI,ODP,Part,Petit,Publ,Anym,Resp,GRM,Serv,Acce,Perf,GT,DaG,DGSt,WoG,RTI,DPL,DPA,NatID,e-ID,dSign,Cyber,eHCI,DSSt,DSI,PSI,GT0,Code,GT0,GTE,GTCs,GovTech,eGDI,GTE,Score,Code,Code,Code,Code,Code,Code,GTI-4,GTI-4
A,10,0.64,HIC,http://www.austria.gv.at,15,http://www.digitales.oesterreich.gv.at/,3,2,1,1,http://www.bmf.gv.at,BAS,http://www.oebfa.at/,https://www.bmf.gv.at,http://www.bmf.gv.at,https://finanzonline.bmf.gv.at/fon/,http://www.digitales.oesterreich.gv.at/site/6519/default.aspx,http://www.digitales.oesterreich.gv.at/site/6520/default.aspx,"819,900",IHRMS,IHRMS,Federal Procurement Portal,Austrian Federal Financing Agency,https://www.bmf.gv.at/services/finanzonline/fon-ueberblick.html,,-,A,2,2,2,1,1,1,civil,2,2,2,-,0.82,3,-,0,2,2,0,1,2,2,1,0.80,0.81,77,AUT,0.90,1.00,0.92,0.92,0.05,0.20,0.09,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.09,0.05,0.10,0.05,0.22,0.03,0.14,0.09,0.10,-0.10,0.01,0.11,0.12,0.16,0.24,0.18,0.10,0.13,0.20,0.12,0.03,0.16,0.02,0.09,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.09,-0.12,0.10,0.11,0.93,AUT,A,A,0.945,Yes,0.891,0.920,0.45,AUT,AUT,AUT,AUT,AUT,AUT,0.64,0.64
B,11,0.46,UMIC,https://www.digital.gov.az/en,70,https://mincom.gov.az/en/view/pages/57/,3,0,1,1,http://www.maliyye.gov.az,TMIS,http://www.maliyye.gov.az/en/node/1058,http://www.taxes.gov.az,http://www.customs.gov.az,https://www.e-taxes.gov.az/,https://www.digital.gov.az/en/projects/asan-payment,http://www.e-imza.az/e-signer.php?tp=certuse&ide=26&lang=az,"882,100",CSR,TMIS,State Procurement Agency Website,Public Debt Management Agency,https://www.economy.gov.az/en/article/about-investments/21335,,ECA,C,0,1,2,0,0,0,civil,2,2,2,-,-,1,1,1,2,1,1,1,2,0,1,0.47,0.33,30,AZE,0.65,0.84,0.28,0.81,0.01,-0.08,-0.07,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,-0.05,0.03,0.01,0.04,0.05,0.01,0.03,0.14,-0.01,0.03,0.12,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,-0.06,0.02,-0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.03,0.01,0.10,0.11,0.64,AZE,B,B,0.620,Yes,0.710,0.604,-,AZE,AZE,AZE,AZE,AZE,AZE,0.46,0.46
C,12,-0.59,HIC,http://www.bahamas.gov.bs,73,http://www.bahamas.gov.bs/finance,1,0,0,-,http://www.bahamas.gov.bs/finance,TFMS,http://www.bahamas.gov.bs/finance,http://www.bahamas.gov.bs,http://www.bahamas.gov.bs/customs,http://www.bahamas.gov.bs/wps/portal/public/gov/government/eServices/eservices/eservices/!ut/p/b1/vVXZjptIFP2W_gDHRbE_YhdmLfb9BYHp9oIxNGBj-PrBkxkl7aTTI03SdSUkxLmce0_dZZkso2Vyzq6HXdYf6nN2ur8nTEpKJrbXFIc5SxCBQnimYRM6Ya7IZbiM8ni4oQ7vkLBOQe07MPD3-1y2XDXWjmLViIet9mpy1thPDdtkaO1mbt9uraPQRnrONyWXuxs1N212n4dqktPPRnTQ-nX6atkGeYnNSOw74rZRt7KSCcmVBZSMxCo_q5pJlh5fqHknmhh11EvwEnDnWgx5c3h6moOP5-DBO0cAX3MDEhaEOTeTWvFzboinFE4kuID9x_8XgLfaMNT9s2coSLRIiYeP_oAhIFB8Vl8FKk8AF_5H__cBb-KXaMDMv7d0wWJlyBnEI_9bgEmB_-V_B3xYG8kjhcndFfAsgYZAWoNHwE8k-hvwqzv8VRamBj8AzCrEM4D9DqAL9JyHSeuktiGgTy-9ZQSo1D2OjTKVk3OcbMLzSwIftwMAhIonPTA8EXp9RrhCOIKThv1uwpM_emg7GLyMi43jr7hFy0zCXJcPhCb07ve6JhjNp4E7R_SHCR-uQSM-m5D8VEklBP444UPRWPC3E6rL5JBXX4Zt9QV8oecZSHGQoXnIUhxPLYPj3DTrThlEawh08gIusLg62U7JSn7NiqErVeVO59XeT9Nn3zwXgL3tkhPaxXBtrsb17iwbp5N2ZShFCJMUKJuNQQk5KN2UFlFhyxNfT8WhTyQhsvsQPt9ozkqEumqHvp3abcasvKru4ZxMg6_6JYJtFne8mKwtni11P6NmwMVZobgqda97zayuLsl4X5zQ1B0jTt4YHT5UQGKjsbkuhsYe_aelIdfV879SvzNnnB-lBgOBkTQZKARABMAVJ8fwT7pbzCRHRwXHkMQigIbfa_iYKB3vWUUway2sLdikzUeE5CcTsuCzCZnPJvxsSY3fL-mb_oQkCQkOQHp-EhS492cMWHTvTyG82i0-wYxsGFQJbozhVGY3Wk071WbIG1AVf7Oyr4XYJj3aFUFkqHN_En27a44o3igIUhLejIfIsBFumRHrpUg4qvtq6vwuQMFKGRckL7DVQvXrM3-l7SacTHf_oiLOS5kSVtVp21gJ7_kvCc_SBmmcrb0vy7g1r87NDfeLSE2BtIi4m3E4LYLzD8POC8AsJhAcl7AB5_xsYY3YwxMuhxtg_cEop9Dwy9E1QgKLhAomH2J_rxo-bWL_hvE3MVMy1uEHGxLQf5rw7cICa_KTCd3fL-mb-iQ5goc8AAzNMARPcctAj2_z_sADmuuTOozgmEcXt1Avh0tdt1sx3WzkvKe4OsrJPY6nl9SCR1gxwk4nSSNnR6mqJRlVgciuVNLekH6vJxJCfn2afIukBkJaCBeHtdKBi_MsHMQsKr0muSJp2HdObuQK0-5vZkVrUxHKNtM8y94zUV4YvnC0-_5rqqt2PzrjiA5HfGfkvqW_2dV4-WpYePoLE7N18A!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,http://www.bahamas.gov.bs/wps/portal/public/gov/government/eServices/eservices/eservices/!ut/p/b1/vZDbjqJAEIafxQdwaA5yuES7FVq6m4McbwjoqKAgAovK06-bnWSvxrnZWJVUUslf-er_uYSLuKTOhuKQ9cWlzs5_9kROxRUjzkJSiWrrCJj8hlGHt3g2F5-C-CkA35QO_t6DFdH15_1qBmRg-ral24ohsLXAh,http://unpan1.un.org/intradoc/groups/public/documents/caricad/unpan008407.pdf,"35,400",HRM,HRM,eProcurement and Supplier Registry (ePSR),Ministry of Finance,http://www.bahamas.gov.bs/wps/portal/public/fina/MOF/home/,,LCR,C,0,1,1,0,0,0,common,2,2,2,-,0.61,3,-,0,0,0,0,0,0,0,1,0.60,0.74,64,BHS,0.58,0.91,0.05,0.40,0.01,-0.08,-0.07,0.02,0.01,0.07,0.02,0.09,0.09,-0.01,0.03,-0.01,-0.05,0.04,-0.03,0.03,0.05,0.01,0.03,0.14,0.09,0.01,-0.10,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.04,-0.03,0.07,0.02,0.03,0.10,-0.54,-0.03,-0.02,0.03,-0.12,-0.12,-0.10,0.48,BHS,C,C,0.471,-,0.702,0.416,-,BHS,BHS,BHS,BHS,BHS,BHS,-0.59,-0.59
C,13,0.28,HIC,http://www.bahrain.bh,38,https://www.bahrain.bh/wps/portal/!ut/p/a1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOI9_A3MDI0sjLwMQkLdDBz9g008fFw9jA28TIAKIlEUGBu7AhWYmQeYh1kamVkYEKffwMjX2dDTBKjA19fAwNHCKcgnxM3ZwMDdmEj9OIAjQfuDE4v0w_Wj0JRh-gKsAJ8zIQpwu6MgNzQ0osIzEwAbzIF3/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,2,1,1,1,http://www.mof.gov.bh,CFS,https://www.mof.gov.bh/topiclist.asp?ctype=organ&id=31&from=organ,https://www.mofne.gov.bh/Tax.aspx,http://www.customs.gov.bh,-,http://www.bahrain.bh/wps/portal/!ut/p/a1/jZHLDoIwEEW_hQVbOhYl1V19gBIbjYpiNwYNVhKgBlB-34JxoRG0u2nOyZ0H4shHPA3ukQiKSKZBXNXcOkwXYHUwwe5i0qNAyZaNnXEXgFkK2CsAGh6FD39tk9p3hn3bBMd8-ZiNOrMudoExZZHhar6xRwAE_5nf4KuAv_yWBn_4O8RrpG2CVqCKeALNO3QRF7E81vfY0_RoEoF4Fp7DLMyMW6a-L0VxzQc66FCWpSGkFHFonGSiwzflIvMC-e8kuiae5_kQLZMdyammPQDWGuYs/dl5/d5/L2dJQSEvUUt3QS80SmlFL1o2X0hPMDYxMjgySk9TRjgwQThWTUdCOUYzMEcz/,https://www.ekey.bh/bnaf-usermgmt/pages/?loc=en,"66,800",HRPS,PIPS,Tender Board website,Ministry of Finance,https://www.mofne.gov.bh/,,MNA,C,0,1,2,0,0,0,civil + customary + religious,2,2,0,-,-,1,1,0,2,1,2,1,0,2,1,0.56,0.50,42,BHR,0.56,0.48,0.21,0.70,0.01,-0.08,-0.07,0.02,-0.15,-0.46,0.02,0.09,0.09,0.03,0.03,-0.01,0.07,0.09,0.01,0.06,0.05,-0.43,-0.05,0.14,-0.01,0.05,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,-0.06,-0.01,0.03,-0.15,0.02,0.03,0.10,0.12,0.07,0.03,0.06,0.13,0.10,-0.10,0.49,BHR,C,B,0.516,Yes,0.821,0.509,-,BHR,BHR,BHR,BHR,BHR,BHR,0.28,0.28
B,14,0.54,LMIC,http://www.bangladesh.gov.bd,119,https://bcc.portal.gov.bd/,3,1,0,-,http://www.mof.gov.bd,iBAS++,http://www.mof.gov.bd,http://www.nbr-bd.org,http://customs.gov.bd/index.jsf,http://bcc.portal.gov.bd/,http://www.nbrepayment.org/,http://www.cca.gov.bd/,"2,127,000",HRMIS,HRMIS,National e-Government Procurement Portal,Ministry of Finance,https://mof.gov.bd/,,SAR,B,2,2,2,1,1,1,common,0,0,2,1,0.41,2,2,0,2,2,2,1,2,0,1,0.35,0.30,26,BGD,0.74,0.62,0.74,0.72,0.05,0.20,0.09,0.02,0.01,-0.10,0.02,0.09,0.09,0.03,0.03,-0.01,-0.05,-0.06,0.05,0.01,0.05,0.01,-0.02,0.02,-0.01,0.00,-0.10,0.01,0.11,0.12,0.16,-0.04,-0.04,0.10,0.13,0.20,0.12,-0.02,0.16,0.02,0.03,0.07,-0.04,-0.03,0.10,0.12,0.02,0.03,-0.05,0.13,0.10,0.11,0.70,BGD,B,B,0.695,-,0.519,0.715,-,BGD,BGD,BGD,BGD,BGD,BGD,0.54,0.54
C,15,-0.64,HIC,https://www.gov.bb,62,https://www.gov.bb/Ministries/innovation-science-smart-technology,2,0,0,-,http://www.gov.bb/bigportal/gov/index.php?method=detail&cat=min&rnum=351&np=3,FMIS,http://www.treasury.gov.bb/,http://www.barbados.gov.bb/ird,http://www.customs.gov.bb,https://www.gov.bb/Citizens/tax-online,https://www.gov.bb/General/ezpay,http://www.commerce.gov.bb/Legislation/Documents/CAP%20308B.PDF,"24,500",SmartStream,SmartStream,PROACTIS,Central Bank,https://www.gov.bb/State-Bodies/public-investment-unit,,LCR,D,0,0,1,0,0,0,common,2,1,1,-,0.65,3,-,0,0,0,0,0,0,2,1,0.63,0.75,62,BRB,0.63,0.68,0.05,0.36,-0.03,-0.08,-0.07,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,0.07,0.07,-0.03,0.00,-0.02,0.01,0.00,0.14,-0.01,0.01,-0.10,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.01,-0.03,-0.04,0.02,0.00,0.10,-0.54,-0.03,-0.02,0.07,-0.12,-0.12,-0.10,0.43,BRB,C,C,0.430,-,0.728,0.369,-,BRB,BRB,BRB,BRB,BRB,BRB,-0.64,-0.64
B,16,-0.52,UMIC,http://www.president.gov.by,40,http://www.mpt.gov.by/en/,3,1,0,-,http://www.minfin.gov.by ,TS,http://www.nbrb.by/,http://www.nalog.gov.by,http://www.customs.gov.by,http://www.portal.nalog.gov.by/web/nalog/home,http://www.portal.gov.by,http://www.nces.by/,"2,752,800",HRMIS,PS,Procurement Portal,Ministry of Finance,http://minfin.gov.by/,,ECA,C,0,2,2,0,0,0,civil,2,2,0,-,0.51,1,1,0,2,2,0,0,0,0,1,0.46,0.49,45,BLR,0.68,0.84,0.21,0.55,0.05,-0.08,-0.07,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,-0.05,0.09,0.05,0.04,0.05,0.01,0.03,0.14,-0.01,0.04,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,0.03,-0.15,0.02,0.03,0.10,-0.54,0.07,0.03,0.08,-0.12,-0.12,-0.10,0.57,BLR,B,B,0.559,-,0.808,0.540,-,BLR,BLR,BLR,BLR,BLR,BLR,-0.52,-0.52
A,17,0.80,HIC,http://www.belgium.be,41,http://digitalbelgium.be/en/,3,1,1,1,http://www.treasury.fgov.be,FEDCOM,http://treasury.fgov.be,http://financien.belgium.be/nl/E-services,http://www.fiscus.fgov.be,http://financien.belgium.be/nl/E-services/,http://www.fedict.belgium.be/en/online_applications/interactieplatformen/detailfiches/epayment.jsp?referer=tcm:464-125178-64,http://code.google.com/p/eid-dss/,"859,600",DeBOHRA,DeBOHRA,Public Procurement Portal,Belgium Federal Public Debt Agency,https://www.plan.be/,,-,A,2,2,2,1,1,0,civil,2,2,2,-,0.79,3,-,0,2,2,2,1,2,2,1,0.71,0.81,75,BEL,0.85,0.83,0.59,0.96,0.05,0.20,0.09,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,0.07,0.08,0.05,0.02,0.05,0.01,0.03,0.14,-0.01,0.02,-0.10,0.01,0.11,0.12,-0.06,-0.04,-0.04,0.10,0.13,0.20,-0.02,0.03,0.16,0.02,0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.11,0.13,0.10,0.11,0.81,BEL,A,A,0.802,Yes,0.805,0.815,0.41,BEL,BEL,BEL,BEL,BEL,BEL,0.80,0.80
C,18,-0.61,UMIC,http://www.belize.gov.bz,136,https://cito.gov.bz/,3,1,0,-,http://www.mof.gov.bz,FS,http://www.mof.gov.bz,http://www.incometaxbelize.gov.bz,http://www.customs.gov.bz,http://www.gst.gov.bz/press/may10_07.html,-,http://www.wipo.int/wipolex/en/text.jsp?file_id=209489,"15,800",HRMIS,FS,Public Procurement Portal,Ministry of Finance,http://www.mof.gov.bz/,,LCR,D,0,0,1,0,0,0,common,0,0,2,-,0.48,3,-,0,0,0,0,0,0,0,1,0.36,0.46,-,BLZ,0.60,0.59,0.02,0.36,-0.03,-0.08,-0.07,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,-0.05,-0.04,-0.03,-0.08,-0.02,0.01,0.03,-0.10,-0.01,-0.06,-0.10,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,0.03,0.07,-0.04,-0.03,0.10,-0.54,-0.03,-0.02,0.00,-0.12,-0.12,-0.10,0.39,BLZ,C,C,0.366,-,0.455,0.314,-,BLZ,BLZ,BLZ,BLZ,BLZ,BLZ,-0.61,-0.61
C,19,-0.59,LMIC,https://www.gouv.bj/plateformes-services/,157,https://assi.bj/,3,0,0,-,http://www.finances.bj,SIGFP,http://www.finances.bj/spip.php?article430,http://www.impots.finances.gouv.bj/accueil,http://www.douanes-benin.net,-,-,-,"97,920",SIGFAE,PS,SIGMAP,"Ministry of Economy, Finance and Decentralization Programs",https://finances.bj/,,AFR,C,0,0,1,0,0,0,civil,2,2,2,0,0.50,2,-,0,0,2,1,0,0,2,1,0.41,0.44,41,BEN,0.52,0.47,0.04,0.46,-0.03,-0.08,-0.07,0.02,-0.15,-0.46,0.02,-0.10,0.09,-0.05,0.03,0.01,0.07,-0.09,0.05,-0.01,0.05,-0.21,-0.02,-0.10,-0.01,0.00,-0.10,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,0.07,0.02,0.03,0.10,-0.54,-0.09,-0.02,-0.10,0.01,-0.12,-0.10,0.37,BEN,C,C,0.360,-,0.404,0.345,-,BEN,BEN,BEN,BEN,BEN,BEN,-0.59,-0.59
B,20,0.11,LMIC,http://www.bhutan.gov.bt/,103,https://www.dit.gov.bt/,2,1,1,1,http://www.mof.gov.bt,PEMS,http://www.mof.gov.bt/content/pageContent.php?id=25,http://www.mof.gov.bt,http://www.mof.gov.bt,http://www.mof.gov.bt/pit/,-,http://www.bicma.gov.bt/ACT/English.pdf,"71,200",CSIS,PEMS,e-GP system,Ministry of Finance,https://www.mof.gov.bt/departments/department-of-national-budget/,,SAR,B,2,2,2,0,0,0,common,2,2,0,-,-,2,-,0,1,0,2,0,0,2,1,0.56,0.82,68,BTN,0.79,0.55,0.13,0.65,0.05,0.34,0.17,0.02,0.01,0.07,0.02,0.09,0.09,-0.01,0.03,-0.01,0.07,0.00,-0.03,0.03,-0.02,0.01,0.00,-0.10,-0.01,0.01,-0.10,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,0.16,-0.01,0.03,-0.15,0.02,0.03,0.10,0.12,-0.03,0.03,-0.07,0.13,-0.12,-0.10,0.53,BTN,B,B,0.541,Yes,0.578,0.538,-,BTN,BTN,BTN,BTN,BTN,BTN,0.11,0.11
B,21,0.25,LMIC,https://digital.gob.bo/,97,https://agetic.gob.bo/#/,3,1,0,-,http://www.economiayfinanzas.gob.bo,SIGMA,http://www.economiayfinanzas.gob.bo/index.php?id_portal=VTCP,http://www.impuestos.gob.bo,http://www.aduana.gob.bo,http://ov.impuestos.gob.bo/Login.aspx,-,https://www.bnamericas.com/en/news/bolivia-ramps-up-digital-signature-use,"358,800",SIGMA,SIGMA,SICOES (SISTEMA DE CONTRATACIONES ESTATALES - SICOES (It is not a eProcurement transactional system),Ministry of Finance,https://www.economiayfinanzas.gob.bo/normativa-basica-sistema-nacional-de-inversion-publica.html,,LCR,C,0,1,2,1,0,0,civil,1,0,2,0,0.38,2,-,0,2,0,2,1,0,2,1,0.36,0.35,31,BOL,0.79,0.54,0.43,0.58,0.01,-0.08,0.09,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,-0.01,-0.03,0.01,-0.02,0.01,0.00,-0.10,-0.01,0.01,-0.10,0.01,0.11,0.12,0.16,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,0.03,0.07,-0.01,-0.03,0.10,0.12,-0.03,0.03,0.02,0.13,0.10,-0.10,0.59,BOL,B,B,0.572,-,0.613,0.554,-,BOL,BOL,BOL,BOL,BOL,BOL,0.25,0.25
C,22,-0.15,UMIC,http://www.fbihvlada.gov.ba,94,http://www.mkt.gov.ba/,2,0,0,-,http://www.fmf.gov.ba,FMIS,http://www.vijeceministara.gov.ba/ministarstva/finansije_i_trezor/default.aspx?id=108&langTag=en-US,http://www.pufbih.ba,http://www.uino.gov.ba,http://www.ezkrs.net/,-,-,"290,000",HRMIS,FMIS,Go-Procure,Federal Ministry of Finance,http://www.fmf.gov.ba/v2/,,ECA,C,0,0,1,0,0,0,civil,2,2,2,-,0.52,2,-,1,0,0,0,0,0,0,1,0.37,0.38,36,BIH,0.65,0.54,0.12,0.44,-0.03,-0.08,-0.07,0.02,0.09,0.07,0.02,-0.10,0.09,0.03,0.03,0.03,-0.05,0.03,-0.03,-0.01,-0.02,0.01,0.00,-0.10,-0.01,0.01,0.12,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.01,-0.03,0.07,0.02,0.03,0.10,0.12,-0.09,-0.02,0.02,-0.12,-0.12,-0.10,0.44,BIH,C,C,0.426,-,0.637,0.377,-,BIH,BIH,BIH,BIH,BIH,BIH,-0.15,-0.15
C,23,-0.19,UMIC,http://www.gov.bw,115,https://www.gov.bw/ministries/ministry-transport-and-communications,3,0,0,-,http://www.finance.gov.bw,GABS,http://www.finance.gov.bw/index.php?option=com_content1&parent_id=184&pparent=187&cat_id=304&id=318,http://www.burs.org.bw/,http://www.burs.org.bw,http://www.burs.org.bw/,-,http://article.wn.com/view/2014/04/10/ELECTRONIC_COMMUNICATIONS_AND_TRANSACTIONS_BILL_PASSES_Gover/,"147,000",HCMS,GPPP,Public Procurement and Asset Disposal Board (PPADB),Ministry of Finance and Development Planning,https://www.gov.bw/ministries/ministry-finance-and-economic-development,,AFR,D,0,0,2,0,0,0,civil + common,1,1,1,-,0.60,3,-,0,1,0,0,0,0,1,1,0.59,0.64,61,BWA,0.70,0.60,0.11,0.43,-0.03,-0.08,-0.07,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.01,0.00,-0.03,-0.05,-0.02,0.01,0.03,-0.10,-0.01,-0.05,-0.10,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,-0.04,-0.01,0.00,0.10,0.12,-0.03,0.03,0.00,-0.12,-0.12,-0.10,0.46,BWA,C,C,0.422,-,0.538,0.372,-,BWA,BWA,BWA,BWA,BWA,BWA,-0.19,-0.19
A,24,0.75,UMIC,http://www.brazil.gov.br,54,https://www.gov.br/governodigital/pt-br,3,1,1,1,http://www.fazenda.gov.br,SIAFI + SIOP,http://www.tesouro.fazenda.gov.br/,http://www.receita.fazenda.gov.br,http://www.receita.fazenda.gov.br,http://www.receita.fazenda.gov.br/aplicacoes/atbhe/tus/default.aspx?/p/1/a/10,http://www.receita.fazenda.gov.br/aplicacoes/atbhe/tus/default.aspx?/p/1/a/10,http://www.iti.gov.br/certificacao-digital/beneficios,"11,474,000",SIAPE,SIAFI,Portal de Compras,Brazilian National Treasury Secretariat,http://www.planejamento.gov.br/,,LCR,A,2,2,2,1,1,1,civil,2,2,2,1,0.52,3,2,1,2,2,2,1,2,3,1,0.46,0.43,35,BRA,0.97,0.92,0.76,0.95,0.05,0.20,0.17,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.13,0.03,0.05,0.08,0.05,0.22,0.03,0.02,0.09,0.08,0.12,0.01,0.11,0.12,-0.06,-0.04,-0.04,0.10,0.13,0.20,0.12,0.03,0.16,0.02,0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.04,0.13,0.10,0.11,0.90,BRA,A,A,0.897,Yes,0.768,0.918,0.52,BRA,BRA,BRA,BRA,BRA,BRA,0.75,0.75
C,25,0.08,HIC,http://www.gov.bn,60,http://www.pmo.gov.bn/,3,0,0,-,http://www.mof.gov.bn,TAFIS,http://www.mof.gov.bn/index.php/treasury-background,http://www.mof.gov.bn/index.php/divisions/revenue,https://bdnsw.mofe.gov.bn/Pages/CustomsImportDuty.aspx,https://www.stars.gov.bn/eServices/Public/Login.aspx,https://ocbs.mofe.gov.bn/login,https://www.docusign.com/how-it-works/legality/global/brunei,"75,400",GEMS,TAFIS,E-Government National Centre,-,https://www.mofe.gov.bn/divisions/about-us-investment.aspx,,-,D,0,2,2,0,0,0,common + religious,0,0,0,-,-,1,-,0,0,0,2,1,0,0,1,0.76,0.66,60,BRN,0.56,0.76,0.04,0.47,0.05,-0.08,-0.07,0.02,0.01,0.07,0.02,0.09,0.09,0.03,-0.34,-0.01,-0.05,0.09,-0.03,0.02,0.05,0.01,0.03,0.02,-0.01,0.00,-0.10,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,-0.15,-0.04,-0.03,0.10,0.12,0.02,0.03,0.03,0.13,0.10,-0.10,0.46,BRN,C,C,0.466,-,0.739,0.437,-,BRN,BRN,BRN,BRN,BRN,BRN,0.08,0.08
