Year,Economy,Economy Label,Partner,Partner Label,Flow,Flow Label,Category,Category Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,Growth rate (over previous period),Growth rate (over previous period) Footnote,Percentage of total world,Percentage of total world Footnote,Percentage of total trade in services,Percentage of total trade in services Footnote
2014,3346,"ESCAP: South and South-West Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",124797.694,,2.71974,,4.78328,,49.82426,
2014,3347,"ESCAP: Pacific",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",19113.771,,-1.01122,,0.732598,,24.52159,
2014,3348,"ESCAP: Pacific island developing economies (PIDE)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",280286.7,,17.9206,,10.742905,,39.2927,"Break"
2014,3349,"ESCAP: Other area",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",59914.345,,35.21156,,2.296413,,35.93043,"Break"
2014,3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",280286.7,,17.9206,,10.742905,,39.2927,"Break"
2014,3355,"UNECE (Economic Commission for Europe)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1960662.779,,7.81169,,75.148816,,55.13746,
2014,3360,"UNECE: Eastern Europe, Caucasus and Central Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",34115.932,,-8.46471,,1.307605,,30.09688,
2014,3361,"UNECE: West Balkans",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4910.402,,7.66167,,0.188207,,18.91585,
2014,3370,"ESCWA (Economic and Social Commission for Western Asia)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",43245.432,,55.77345,,1.657523,,24.83303,"Break"
2014,3371,"ESCWA: Arab countries",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",45577.324,,49.41095,,1.7469,,25.2414,"Break"
2014,340,"Honduras",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",290.44,,-6.27811,,,,17.56253,
2014,340,"Honduras",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",333.847,"Estimated",32.04212,"Estimated",0.012796,"Estimated",12.47364,"Estimated"
2014,3401,"EFTA (European Free Trade Association)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",101328.696,,4.90662,,3.883754,,58.00716,
2014,3402,"EU25 (European Union 2004 … 2007)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1283430.003,,9.48602,,49.191654,,56.66917,
2014,3404,"EU15 (European Union 1995 … 2004)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1224658.671,,9.50946,,46.93905,,58.20972,
2014,3406,"Euro area",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",899788.648,,10.86504,,34.487344,,55.43733,
2014,3408,"EU27 (European Union 2007 … 2013)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1294004.848,,9.56255,,49.596969,,56.39646,
2014,3411,"CEFTA (Central European Free Trade Agreement)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3397.376,,6.58278,,0.130216,,23.15138,
2014,3412,"European Union (2020 …)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1015164.899,,10.46371,,38.909516,,53.03096,
2014,344,"China, Hong Kong SAR",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",20964.309,,3.4754,,,,28.34399,
2014,344,"China, Hong Kong SAR",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",35658.76,,5.89994,,1.366739,,33.35014,
2014,348,"Hungary",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",11247.126,,5.51478,,,,59.76612,
2014,348,"Hungary",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9956.554,,10.818,,0.381617,,39.96856,
2014,3501,"MSG (Melanesian Spearhead Group)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",249.167,,-40.82388,,0.00955,,12.51089,
2014,352,"Iceland",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1426.626,,12.95706,,,,45.72983,
2014,352,"Iceland",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",946.132,,13.77582,,0.036264,,22.09495,
2014,356,"India",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",46256.843,,-3.09278,,,,36.03624,"Estimated"
2014,356,"India",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",111987.04,,1.87449,,4.29227,,71.24033,
2014,360,"Indonesia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",12118.19,,-5.3507,,,,36.12991,
2014,360,"Indonesia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",7539.183,,-6.75453,,0.288964,,32.0395,
2014,3601,"Northern America and Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1928479.947,,7.92512,,73.915303,,56.12815,
2014,3602,"Central and Southern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",120186.722,,1.646,,4.606549,,59.24745,
2014,3603,"Eastern and South-Eastern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",392451.657,,16.29435,,15.041994,,39.03631,"Break"
2014,3604,"Western Asia and Northern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",76200.701,,27.00509,,2.920641,,26.63705,"Break"
2014,364,"Iran (Islamic Republic of)",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2266.091,,5.6387,,,,12.98619,
2014,364,"Iran (Islamic Republic of)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",964.359,,24.08359,,0.036962,,9.1201,"Estimated"
2014,368,"Iraq",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",5210.3,,-0.65211,,,,27.69138,
2014,368,"Iraq",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1188,,74.86017,,0.045534,,33.18807,
2014,372,"Ireland",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",128748.996,,19.99719,,,,91.91817,
2014,372,"Ireland",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",116765.92,,14.87036,,4.475436,,87.99067,
2014,376,"Israel",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",10189.4,,23.62176,,,,41.82326,
2014,376,"Israel",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",23206.9,,3.65082,,0.88948,,64.76585,
2014,380,"Italy",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",55641.598,,5.97949,,,,47.38282,
2014,380,"Italy",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",47955.556,,2.10847,,1.838054,,41.91968,
2014,384,"Côte d'Ivoire",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",569.725,,1.35652,,,,18.57646,
2014,384,"Côte d'Ivoire",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",298.356,,-3.46778,,0.011435,,32.99949,
2014,388,"Jamaica",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",981.631,,18.30643,,,,43.73107,
2014,388,"Jamaica",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",342.341,,8.32093,,0.013121,,11.59611,
2014,3901,"APEC (Asia-Pacific Economic Cooperation)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",937089.402,,9.20231,,35.917017,,47.36115,"Break"
2014,3903,"CIS (Commonwealth of Independent States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",28188.485,,-7.57934,,1.080416,,30.86447,
2014,3905,"OECD (Organisation for Economic Cooperation and Development)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2043364.393,,8.95208,,78.318625,,54.5903,
2014,3906,"OPEC (Organization of the Petroleum Exporting Countries)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",25720.643,,146.48918,,0.985828,,24.72996,"Break"
2014,3907,"ACP (African, Caribbean and Pacific Group of States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",19655.266,,-0.01278,,0.753352,,20.77362,
2014,3908,"LAS (League of Arab States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",45577.324,,49.41095,,1.7469,,25.2414,"Break"
2014,3909,"OIC (Organisation of Islamic Cooperation)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",81577.396,,19.61386,,3.126721,,22.22608,"Break"
2014,3910,"OAS (Organization of American States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",553227.519,,5.80608,,21.204255,,54.24806,
2014,3912,"G7 (Group of Seven)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1228096.454,,8.0797,,47.070814,,58.65994,
2014,3913,"G8 (Group of Eight)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1252209.854,,7.74943,,47.995039,,57.99065,
2014,3916,"G20 (Group of Twenty)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2216124.64,,9.0955,,84.940227,,53.75254,
2014,3919,"G-77 (Group of 77)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",453700.829,,11.56335,,17.389569,,40.41265,"Break"
2014,392,"Japan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",102590.9,,22.16838,,,,53.31533,
2014,392,"Japan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",87214.4,,29.44431,,3.342777,,53.24783,
2014,3921,"GSTP (Global System of Trade Preferences among Developing Countries)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",332071.609,,7.01939,,12.727731,,41.87514,
2014,3922,"GSTP: Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",10643.201,,-2.6542,,0.407935,,17.98975,
2014,3923,"GSTP: Latin America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",48070.685,,8.1089,,1.842466,,38.44165,
2014,3924,"GSTP: Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",273357.723,,7.24427,,10.477329,,44.90157,
2014,3932,"TPP (Trans-Pacific Partnership)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",254242.956,,11.88165,,9.744693,,44.18307,
2014,3940,"ACP: Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",12903.042,,-0.10591,,0.494551,,21.82179,
2014,3941,"ACP: Western Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2633.716,,-10.71613,,0.100946,,26.2364,
2014,3942,"ACP: Eastern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4336.657,,6.35018,,0.166217,,18.84423,
2014,3943,"ACP: Central Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1454.897,,-6.84691,,0.055764,,26.08308,
2014,3944,"ACP: Southern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4336.36,,3.12615,,0.166205,,22.90542,
2014,3945,"ACP: Caribbean",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",6403.406,,2.95559,,0.245431,,19.4806,
2014,3946,"ACP: Pacific",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",348.817,,-33.10955,,0.01337,,13.33075,
2014,3947,"ACP: LDCs",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4152.798,,8.55708,,0.15917,,17.45983,
2014,3948,"ACP: LLDCs",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2083.284,,16.68402,,0.079849,,20.92717,
2014,3949,"ACP: islands states",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",7993.84,,-0.93822,,0.30639,,19.9178,
2014,3950,"ACP: Northern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",141.412,,15.49332,"Estimated",0.00542,,9.01831,
2014,398,"Kazakhstan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",6269.103,,12.68279,,,,45.27753,
2014,398,"Kazakhstan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",750.817,,-0.20404,,0.028778,,10.72215,
2014,400,"Jordan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",651.83,,-11.99859,"Estimated",,,14.06599,
2014,400,"Jordan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",573.243,"Estimated",,,0.021971,"Estimated",8.02909,"Estimated"
2014,404,"Kenya",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",938.297,,14.26858,,,,28.01275,
2014,404,"Kenya",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1144.905,,13.45747,,0.043882,,22.78773,
2014,410,"Korea, Republic of",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",45640.3,,6.65765,,,,39.62093,
2014,410,"Korea, Republic of",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",32264.9,,21.61941,,1.236658,,28.8331,
2014,414,"Kuwait",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2719.6,"Estimated",-7.24699,"Estimated",,,11.43324,"Estimated"
2014,414,"Kuwait",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3648.682,"Estimated",-9.1258,"Estimated",0.139848,"Estimated",58.20938,"Estimated"
2014,417,"Kyrgyzstan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",135.385,,-11.52592,,,,10.85835,
2014,417,"Kyrgyzstan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",133.722,,-24.25935,,0.005125,,14.84561,
2014,418,"Lao People's Dem. Rep.",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",30.282,"Estimated",-57.95568,"Estimated",,,2.63303,"Estimated"
2014,418,"Lao People's Dem. Rep.",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",50.957,"Estimated",-40.37327,"Estimated",0.001953,"Estimated",6.6659,"Estimated"
2014,422,"Lebanon",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",5422.061,,-6.2292,,,,41.02757,"Estimated"
2014,422,"Lebanon",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5958.566,,-16.61651,,0.228382,,40.39391,
2014,426,"Lesotho",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",77.396,,-3.85471,,,,23.51733,
2014,426,"Lesotho",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8.476,,-15.78088,,0.000325,,28.36965,
2014,428,"Latvia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1048.188,,-5.59476,,,,37.305,
2014,428,"Latvia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1671.253,,-0.05071,,0.064056,,30.69039,
2014,430,"Liberia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",353.059,"Estimated",-0.22298,"Estimated",,,52.50026,"Estimated"
2014,430,"Liberia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5.468,"Estimated",,,0.00021,"Estimated",2.22553,"Estimated"
2014,434,"Libya",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2521.2,"Estimated",48.84874,"Estimated",,,33.81392,"Estimated"
2014,434,"Libya",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",46.2,"Estimated",-4.74227,"Estimated",0.001771,"Estimated",58.33333,"Estimated"
2014,440,"Lithuania",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1111.689,,20.71531,,,,20.03687,
2014,440,"Lithuania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1001.355,,6.73366,,0.03838,,12.81078,
2014,442,"Luxembourg",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",70579.261,,16.61176,,,,86.09698,
2014,442,"Luxembourg",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",90409.793,,15.48666,,3.465251,,86.66098,
2014,446,"China, Macao SAR",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1867.236,,11.43413,,,,48.04412,
2014,446,"China, Macao SAR",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1850.093,"Estimated",25.52782,"Estimated",0.070911,"Estimated",4.09099,"Estimated"
2014,450,"Madagascar",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",296.816,,-17.52981,,,,22.64799,
2014,450,"Madagascar",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",172.605,,-13.20101,,0.006616,,13.18892,
2014,454,"Malawi",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",96.702,"Estimated",5.92024,"Estimated",,,35.98013,"Estimated"
2014,454,"Malawi",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",50.428,"Estimated",-13.76439,"Estimated",0.001933,"Estimated",46.09591,"Estimated"
2014,458,"Malaysia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",15990.878,,-4.06013,,,,35.28464,
2014,458,"Malaysia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",10663.356,,-10.67956,,0.408708,,25.35497,
2014,462,"Maldives",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",340.899,,14.9639,,,,42.97238,
2014,466,"Mali",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",252.526,"Estimated",-11.64859,"Estimated",,,11.6067,"Estimated"
2014,466,"Mali",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",188.53,"Estimated",-1.95232,"Estimated",0.007226,"Estimated",41.31005,"Estimated"
2014,470,"Malta",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",9144.65,,5.29008,,,,87.90568,
2014,470,"Malta",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",7742.151,,5.81241,,0.296743,,57.94363,
2014,478,"Mauritania",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",457.341,,-17.21074,,,,50.79704,
2014,478,"Mauritania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",183.846,,90.4667,,0.007046,,65.94095,
2014,480,"Mauritius",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",910.869,,-14.0298,,,,42.89238,
2014,480,"Mauritius",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",964.676,,-4.06331,,0.036974,,33.21818,
2014,484,"Mexico",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",9614.772,,-1.46419,,,,27.88952,
2014,484,"Mexico",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3895.872,,23.73281,,0.149322,,18.39211,
2014,496,"Mongolia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",856.443,,45.13769,,,,45.1659,
2014,496,"Mongolia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",160.858,,-29.93257,,0.006165,,26.50019,
2014,498,"Moldova, Republic of",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",227.66,,11.96026,,,,22.42801,
2014,498,"Moldova, Republic of",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",303.08,,2.10214,,0.011617,,26.53429,
2014,499,"Montenegro",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",172.367,,-7.94954,,,,38.2442,
2014,499,"Montenegro",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",120.429,,7.82207,,0.004616,,8.79572,
2014,500,"Montserrat",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",7.697,,-0.30495,"Estimated",,,39.13662,
2014,500,"Montserrat",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5.623,,29.20214,"Estimated",0.000216,,35.85868,
2014,504,"Morocco",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2059.307,,-3.81771,,,,23.21187,
2014,504,"Morocco",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3115.791,,-10.54856,,0.119423,,19.19011,
2014,508,"Mozambique",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2324.44,,32.43342,,,,63.55932,
2014,508,"Mozambique",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",85.726,,15.61847,"Estimated",0.003286,,11.82677,
2014,5100,"Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",21366.514,,0.68521,,0.818942,,20.22142,
2014,5110,"Northern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8582.731,,2.16645,,0.328961,,17.85524,
2014,512,"Oman",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4358.759,"Estimated",9.86972,"Estimated",,,43.52435,"Estimated"
2014,512,"Oman",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",595.235,"Estimated",4.5668,"Estimated",0.022814,"Estimated",19.01464,"Estimated"
2014,5120,"Sub-Saharan Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",12783.783,,-0.28539,,0.48998,,22.19623,
2014,5121,"Eastern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4358.81,,6.21384,,0.167066,,18.91314,
2014,5122,"Middle Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1454.897,,-6.84691,,0.055764,,26.08308,
2014,5123,"Southern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4336.36,,3.12615,,0.166205,,22.90542,
2014,5124,"Western Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2633.716,,-10.71613,,0.100946,,26.2364,
2014,516,"Namibia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",418.965,,12.40864,,,,47.51113,
2014,516,"Namibia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",84.882,,66.50059,,0.003253,,8.49148,
2014,520,"Nauru",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2.534,,-19.37639,,,,6.08798,
2014,520,"Nauru",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",23.595,,-9.44852,,0.000904,,71.88338,
2014,5200,"America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",556967.163,,5.80646,,21.347589,,54.09504,
2014,5210,"Northern America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",497143.581,,5.47296,,19.054654,,58.44021,
2014,5220,"Latin America and the Caribbean",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",59823.582,,8.66166,,2.292935,,33.43576,
2014,5221,"Caribbean",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9136.479,,4.30351,,0.350185,,22.58142,
2014,5222,"Central America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",11024.701,,15.68944,,0.422558,,22.22138,
2014,5223,"South America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",39662.402,,7.87842,,1.520191,,44.64085,
2014,524,"Nepal",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",234.532,"Estimated",41.31839,"Estimated",,,19.59103,"Estimated"
2014,524,"Nepal",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",581.968,"Estimated",15.89987,"Estimated",0.022306,"Estimated",41.91292,"Estimated"
2014,528,"Netherlands",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",137368.975,,,,,,71.16811,
2014,528,"Netherlands",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",134843.228,,,,5.168308,,65.35357,
2014,5300,"Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",580256.348,,14.38085,,22.240223,,40.12261,"Break"
2014,531,"Curaçao",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",407.614,,-0.25432,,,,45.8396,
2014,531,"Curaçao",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",384.307,,16.57323,,0.01473,,23.35991,
2014,5320,"Southern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",118042.694,,2.38906,,4.524372,,62.72669,
2014,533,"Aruba",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",382.167,"Estimated",15.87533,"Estimated",,,41.90248,"Estimated"
2014,533,"Aruba",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",289.013,"Estimated",3.26732,"Estimated",0.011077,"Estimated",14.16256,"Estimated"
2014,5330,"Eastern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",268962.015,,20.29191,,10.308849,,39.02731,"Break"
2014,534,"Sint Maarten (Dutch part)",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",140.246,,33.58913,,,,48.1049,
2014,534,"Sint Maarten (Dutch part)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",168.771,,4.96101,,0.006469,,15.13216,
2014,5340,"Western Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",67617.97,,31.04915,,2.59168,,28.41068,"Break"
2014,5350,"South-eastern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",123489.642,,8.44507,,4.733145,,39.05594,
2014,540,"New Caledonia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",599.3,,-19.7389,,,,50.36892,
2014,540,"New Caledonia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",64.706,,-20.57825,,0.00248,,10.62005,
2014,5400,"Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1431336.366,,8.80372,,54.860649,,55.36733,
2014,5410,"Eastern Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",80630.615,,3.36762,,3.090432,,35.48362,
2014,5420,"Northern Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",506234.837,,7.57043,,19.403106,,65.24914,
2014,5430,"Southern Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",123862.953,,7.23146,,4.747453,,32.32177,
2014,5440,"Western Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",720607.961,,10.62448,,27.619658,,60.1076,
2014,548,"Vanuatu",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",28.291,,-14.82877,,,,22.00641,
2014,548,"Vanuatu",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",17.303,,-0.96517,,0.000663,,5.18489,
2014,5500,"Oceania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",19113.771,,-1.01122,,0.732598,,24.52159,
2014,554,"New Zealand",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",5361.619,,2.04576,,,,40.65344,
2014,554,"New Zealand",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3176.495,,2.48067,,0.12175,,21.72512,
2014,558,"Nicaragua",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",347.3,,-19.68085,,,,34.54003,
2014,558,"Nicaragua",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",169.1,"Estimated",1.74489,"Estimated",0.006481,"Estimated",14.16367,"Estimated"
2014,5600,"Asia and Oceania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",599370.119,,13.81648,,22.972821,,39.32476,"Break"
2014,562,"Niger",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",198.573,"Estimated",-5.58171,"Estimated",,,19.03586,"Estimated"
2014,562,"Niger",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",162.466,"Estimated",109.24745,"Estimated",0.006227,"Estimated",57.24706,"Estimated"
2014,566,"Nigeria",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",8197.831,,47.30751,,,,32.90801,
2014,566,"Nigeria",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",189.934,,-31.97011,,0.00728,,9.53795,
2014,579,"Norway",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",21522.075,,1.41782,,,,37.39382,
2014,579,"Norway",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",19595.592,,-0.89268,,0.751065,,39.69155,
2014,583,"Micronesia (Federated States of)",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",7.954,"Estimated",-20.00028,"Estimated",,,10.35423,"Estimated"
2014,583,"Micronesia (Federated States of)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3.67,"Estimated",63.34697,"Estimated",0.000141,"Estimated",9.63255,"Estimated"
2014,586,"Pakistan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2408,,-5.42027,,,,28.44318,
2014,586,"Pakistan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1846,,5.24515,,0.070754,,31.70187,
